"filename", "language", "JavaScript", "JSON", "TypeScript", "JSON with Comments", "Markdown", "CSS", "TypeScript JSX", "XML", "comment", "blank", "total"
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\product\ProductSpecialOffer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 14, 0, 2, 5, 21
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\product\ProductSpecificationList.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 39, 0, 3, 7, 49
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\product\ProductSubCategoriesList.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 56, 0, 1, 9, 66
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\product\ProductVariants\ProductColorSelector.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 29, 0, 4, 11, 44
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\product\ProductVariants\ProductObjectValueSelector.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 42, 0, 0, 6, 48
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\product\ProductVariants\ProductSizeSelector.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 29, 0, 4, 9, 42
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\product\StockInfo\ProductOutOfStockMessage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 14, 0, 0, 1, 15
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\product\StockInfo\ProductStockIndicator.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 19, 0, 1, 4, 24
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\product\index.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 3, 21
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\review\ClientReviewCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 150, 0, 8, 13, 171
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\review\ReviewArticleCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 24, 0, 2, 6, 32
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\review\ReviewArticleList.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 63, 0, 4, 11, 78
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\review\ReviewCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 147, 0, 7, 11, 165
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\review\ReviewProductCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 49, 0, 2, 6, 57
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\review\ReviewsList.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 59, 0, 4, 10, 73
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\review\ReviewsTable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 59, 0, 9, 8, 76
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\review\index.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 7
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\selectorCombobox\AddFeatureCombobox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 74, 0, 0, 7, 81
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\selectorCombobox\ArticleCombobox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 88, 0, 0, 9, 97
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\selectorCombobox\BrandCombobox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 72, 0, 0, 7, 79
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\selectorCombobox\CategoryCombobox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 76, 0, 0, 7, 83
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\selectorCombobox\CategorySelectedCombobox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 109, 0, 0, 8, 117
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\selectorCombobox\FeatureCombobox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 240, 0, 0, 18, 258
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\selectorCombobox\IsFakeCombobox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 71, 0, 0, 9, 80
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\selectorCombobox\ProductFeatureCombobox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 124, 0, 0, 10, 134
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\selectorCombobox\ProductTypeCombobox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 71, 0, 0, 9, 80
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\selectorCombobox\SelectParentCategoryCombobox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 98, 0, 2, 9, 109
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\selectorCombobox\SizesCombobox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 104, 0, 0, 9, 113
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\selectorCombobox\StatusCombobox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 71, 0, 0, 9, 80
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\selectorCombobox\index.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 11
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\services\ServiceList.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 32, 0, 1, 3, 36
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\services\index.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\shared\DashboardAdminAside.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 469, 0, 6, 23, 498
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\shared\DataStateDisplay.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 49, 0, 2, 7, 58
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\shared\Drawer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 74, 0, 0, 5, 79
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\shared\Footer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 216, 0, 4, 12, 232
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\shared\HandleResponse.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 51, 0, 3, 15, 69
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\shared\Header.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 123, 0, 3, 9, 135
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\shared\JalaliDatePicker.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 27, 0, 0, 3, 30
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\shared\MetaTags.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 18, 0, 0, 4, 22
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\shared\Navbar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 105, 0, 118, 17, 240
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\shared\SideBar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 116, 0, 7, 10, 133
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\shared\UserProfileAside.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 82, 0, 4, 7, 93
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\shared\index.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 4, 2, 16
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\skeleton\AddressSkeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 30, 0, 0, 3, 33
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\skeleton\NavbarSkeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 11, 0, 0, 2, 13
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\skeleton\OrderSkeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 17, 0, 0, 2, 19
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\skeleton\ProductSkeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 26, 0, 0, 2, 28
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\skeleton\ReveiwSkeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 15, 0, 0, 2, 17
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\skeleton\SidebarSkeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 11, 0, 0, 2, 13
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\skeleton\SubCategoriesSkeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 21, 0, 0, 2, 23
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\skeleton\TableSkeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 10, 0, 0, 2, 12
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\skeleton\index.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 8
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\sliders\BestSeller.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 191, 0, 1, 12, 204
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\sliders\BrandSlider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 95, 0, 0, 6, 101
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\sliders\DiscountSlider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 190, 0, 191, 19, 400
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\sliders\LastSeenSlider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 168, 0, 11, 9, 188
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\sliders\MainSlider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 65, 0, 4, 9, 78
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\sliders\NewSlider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 197, 0, 19, 14, 230
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\sliders\ReadableArticlePlace.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 101, 0, 0, 6, 107
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\sliders\RecentVisitedSlider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 205, 0, 19, 14, 238
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\sliders\SimilarProductsSlider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 213, 0, 19, 14, 246
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\sliders\index.ts", "TypeScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 1, 10
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\ui\Alert.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 53, 0, 4, 7, 64
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\ui\ArrowLink.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 16, 0, 2, 6, 24
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\ui\BoxLink.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 43, 0, 3, 7, 53
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\ui\Buttons.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 31, 0, 2, 8, 41
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\ui\Checkbox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 47, 0, 0, 7, 54
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\ui\Combobox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 89, 0, 7, 11, 107
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\ui\DisplayError.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 28, 0, 2, 6, 36
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\ui\IconBtns.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 76, 0, 5, 14, 95
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\ui\Modal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 122, 0, 10, 19, 151
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\ui\PageContainer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 52, 0, 3, 4, 59
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\ui\ResponsiveImage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 23, 0, 3, 6, 32
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\ui\SelectBox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 56, 0, 3, 6, 65
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\ui\Skeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 63, 0, 4, 13, 80
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\ui\TextField.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 145, 0, 17, 15, 177
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\ui\TextMarquee.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 25, 0, 0, 3, 28
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\ui\index.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 4, 3, 25
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\ui\loading\FullInlineLoading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 68, 0, 1, 3, 72
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\ui\loading\FullScreenLoading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 12, 0, 1, 2, 15
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\ui\loading\InlineLoading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 68, 0, 1, 0, 69
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\ui\loading\PageTransitionLoading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 29, 0, 3, 7, 39
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\user\LogoutButton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 42, 0, 1, 5, 48
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\user\ProtectedRouteWrapper.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 35, 0, 5, 10, 50
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\user\UserAuthLinks.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 148, 0, 6, 9, 163
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\user\UserMenuDropdown.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 105, 0, 4, 13, 122
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\components\user\index.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 5
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\configs\index.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 6
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\hooks\checkTokenValidity.ts", "TypeScript", 0, 0, 52, 0, 0, 0, 0, 0, 0, 6, 58
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\hooks\index.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 0, 1, 2, 10
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\hooks\useChangeRoute.ts", "TypeScript", 0, 0, 14, 0, 0, 0, 0, 0, 0, 7, 21
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\hooks\useDebounce.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 6, 18
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\hooks\useDisclosure.ts", "TypeScript", 0, 0, 14, 0, 0, 0, 0, 0, 0, 6, 20
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\hooks\useDisclosureWithData.ts", "TypeScript", 0, 0, 25, 0, 0, 0, 0, 0, 0, 6, 31
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\hooks\useMediaQuery.ts", "TypeScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 5, 20
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\hooks\useRedux.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 6
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\hooks\useUserInfo.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 13
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\icons\index.ts", "TypeScript", 0, 0, 121, 0, 0, 0, 0, 0, 1, 5, 127
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\icons\svgs\address.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 70, 0, 1, 71
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\icons\svgs\amazing-typo.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 19, 0, 1, 20
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\icons\svgs\app-coffe-bazzar.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 29, 0, 1, 30
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\icons\svgs\app-google-play.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 34, 0, 1, 35
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\icons\svgs\app-myket.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 25, 0, 1, 26
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\icons\svgs\app-sib.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 35, 0, 1, 36
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\icons\svgs\cash-on-delivery.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 8
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\icons\svgs\days-return.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 7
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\icons\svgs\empty-cart.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 128, 0, 1, 129
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\icons\svgs\empty-search.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 140, 0, 1, 141
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\icons\svgs\express-delivery.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 10, 0, 1, 11
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\icons\svgs\favorites-list-empty.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 55, 0, 1, 56
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\icons\svgs\freeShipping.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 85, 0, 1, 86
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\icons\svgs\logo.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 11, 0, 1, 12
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\icons\svgs\logoPersian.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 4
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\icons\svgs\order-empty.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 76, 0, 1, 77
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\icons\svgs\original-products.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 8, 0, 1, 9
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\icons\svgs\person.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 12, 1, 0, 13
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\icons\svgs\specialSell.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 12, 0, 1, 13
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\icons\svgs\support.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 10, 0, 1, 11
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\icons\svgs\toman-red.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 47, 0, 2, 49
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\icons\svgs\toman.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 49, 0, 3, 52
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\middlewares\withUser.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 25, 9, 34
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\404\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 24, 0, 1, 4, 29
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\_app.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 95, 0, 1, 12, 108
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\_document.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 99, 0, 1, 2, 102
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\ads\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 19, 0, 14, 11, 44
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\ads\main\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 31, 0, 14, 8, 53
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\ads\suggestion\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 377, 0, 12, 21, 410
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\amount-and-cost\costs\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 107, 0, 2, 13, 122
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\amount-and-cost\edit-price\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 258, 0, 12, 15, 285
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\amount-and-cost\edit-price\new\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 288, 0, 17, 18, 323
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\articles\create\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 50, 0, 4, 7, 61
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\articles\edit\[id].tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 74, 0, 5, 10, 89
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\articles\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 1095, 0, 51, 40, 1186
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\authentication\login\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 66, 0, 5, 10, 81
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\authentication\login\user\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 59, 0, 9, 10, 78
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\authentication\login\verifyUser\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 87, 0, 5, 9, 101
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\categories\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 19, 0, 0, 2, 21
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\department\department-canceled\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 200, 0, 21, 8, 229
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\department\department-returned\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 203, 0, 21, 9, 233
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\department\department-ticket\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 187, 0, 4, 8, 199
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\department\department-ticket\list\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 206, 0, 21, 6, 233
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\design\footer\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 541, 0, 28, 54, 623
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\design\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 25, 0, 14, 8, 47
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\design\siteItems\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 242, 0, 11, 26, 279
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 32, 0, 0, 5, 37
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\orders\canceled\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 280, 0, 7, 16, 303
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\orders\completed\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 280, 0, 7, 16, 303
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\orders\deleted\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 378, 0, 7, 20, 405
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\orders\edit\[id].tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 254, 0, 6, 26, 286
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\orders\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 279, 0, 7, 16, 302
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\orders\new-order\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 280, 0, 7, 16, 303
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\orders\packing\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 280, 0, 7, 16, 303
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\orders\processing\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 280, 0, 7, 16, 303
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\orders\returned\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 280, 0, 7, 16, 303
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\orders\sending\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 280, 0, 7, 16, 303
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\product-configuration\brands\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 714, 0, 16, 43, 773
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\product-configuration\categories\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 344, 0, 24, 26, 394
