"filename", "language", "JavaScript", "JSON", "TypeScript", "JSON with Comments", "Markdown", "CSS", "TypeScript JSX", "XML", "comment", "blank", "total"
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\product-configuration\categories\subCategories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 357, 0, 17, 24, 398
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\product-configuration\features\featureValues.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 281, 0, 7, 23, 311
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\product-configuration\features\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 347, 0, 7, 26, 380
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\product-configuration\features\sizes.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 257, 0, 7, 22, 286
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\product-configuration\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 17, 0, 0, 1, 18
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\product-configuration\jewelry\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 25, 0, 0, 3, 28
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\products\create\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 51, 0, 4, 7, 62
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\products\edit\[id].tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 82, 0, 7, 15, 104
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\products\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 817, 0, 70, 56, 943
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\support\messages\notifications\edit\[id].tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 418, 0, 33, 25, 476
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\support\messages\notifications\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 449, 0, 22, 22, 493
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\support\messages\notifications\new\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 355, 0, 34, 23, 412
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\support\messages\sms-list\edit\[id].tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 416, 0, 34, 24, 474
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\support\messages\sms-list\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 680, 0, 43, 26, 749
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\support\messages\sms-list\new\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 344, 0, 34, 22, 400
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\support\messages\ticket\[id].tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 141, 0, 16, 9, 166
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\support\messages\ticket\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 741, 0, 49, 31, 821
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\support\messages\ticket\new\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 350, 0, 24, 21, 395
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\support\review\article\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 781, 0, 5, 38, 824
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\support\review\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\support\review\product\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 771, 0, 5, 41, 817
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\users\create\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 48, 0, 3, 7, 58
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\users\customer\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 864, 0, 9, 58, 931
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\users\edit\[id].tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 80, 0, 5, 10, 95
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\users\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 43, 0, 2, 6, 51
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\users\personnel\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 844, 0, 11, 56, 911
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\users\roles\edit\[id].tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 81, 0, 5, 9, 95
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\users\roles\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 601, 0, 8, 32, 641
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\users\roles\new\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 55, 0, 3, 7, 65
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\admin\users\supplier\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 823, 0, 9, 55, 887
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\api\hello.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 1, 3, 14
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\articles\[slug].tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 355, 0, 9, 24, 388
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\articles\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 307, 0, 11, 20, 338
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\authentication\login\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 66, 0, 5, 10, 81
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\authentication\login\user\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 59, 0, 9, 10, 78
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\authentication\login\verifyUser\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 87, 0, 5, 9, 101
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\checkout\address-cart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 246, 0, 10, 18, 274
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\checkout\cart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 177, 0, 12, 22, 211
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\checkout\shipping.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 197, 0, 12, 19, 228
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 294, 0, 72, 20, 386
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\products\[slug].tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 549, 0, 62, 42, 653
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\products\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 223, 0, 18, 19, 260
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\profile\address\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 156, 0, 4, 10, 170
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\profile\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 90, 0, 0, 6, 96
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\profile\lists\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 35, 0, 1, 6, 42
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\profile\orders\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 213, 0, 9, 8, 230
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\profile\reviews\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 177, 0, 10, 24, 211
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\profile\tickets\[id].tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 121, 0, 2, 6, 129
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\profile\tickets\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 96, 0, 2, 8, 106
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\profile\tickets\new\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 212, 0, 4, 17, 233
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\pages\profile\user-history\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 42, 0, 20, 7, 69
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\services\auth\apiSlice.ts", "TypeScript", 0, 0, 252, 0, 0, 0, 0, 0, 10, 15, 277
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\services\auth\types.ts", "TypeScript", 0, 0, 34, 0, 0, 0, 0, 0, 0, 7, 41
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\services\axiosConfig.ts", "TypeScript", 0, 0, 9, 0, 0, 0, 0, 0, 2, 2, 13
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\services\baseApi.ts", "TypeScript", 0, 0, 51, 0, 0, 0, 0, 0, 1, 4, 56
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\services\brand\apiSlice.ts", "TypeScript", 0, 0, 92, 0, 0, 0, 0, 0, 0, 8, 100
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\services\brand\types.ts", "TypeScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 4, 13
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\services\canceled\apiSlice.ts", "TypeScript", 0, 0, 110, 0, 0, 0, 0, 0, 0, 10, 120
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\services\canceled\types.ts", "TypeScript", 0, 0, 30, 0, 0, 0, 0, 0, 0, 5, 35
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\services\category\apiSlice.ts", "TypeScript", 0, 0, 174, 0, 0, 0, 0, 0, 0, 14, 188
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\services\category\categoryServices.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 1, 12
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\services\category\types.ts", "TypeScript", 0, 0, 32, 0, 0, 0, 0, 0, 0, 5, 37
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\services\design\apiSlice.ts", "TypeScript", 0, 0, 533, 0, 0, 0, 0, 0, 0, 43, 576
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\services\design\articleServices.ts", "TypeScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 3, 22
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\services\design\getAllBanners.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 2, 13
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\services\design\getFooterBanner.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 2, 13
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\services\design\getHeaderText.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 2, 13
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\services\design\types.ts", "TypeScript", 0, 0, 26, 0, 0, 0, 0, 0, 0, 4, 30
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\services\feature\apiSlice.ts", "TypeScript", 0, 0, 142, 0, 0, 0, 0, 0, 0, 13, 155
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\services\feature\types.ts", "TypeScript", 0, 0, 73, 0, 0, 0, 0, 0, 0, 11, 84
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\services\index.ts", "TypeScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 1, 20
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\services\order\apiSlice.ts", "TypeScript", 0, 0, 170, 0, 0, 0, 0, 0, 0, 16, 186
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\services\order\types.ts", "TypeScript", 0, 0, 50, 0, 0, 0, 0, 0, 0, 5, 55
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\services\product\apiSlice.ts", "TypeScript", 0, 0, 201, 0, 0, 0, 0, 0, 0, 18, 219
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\services\product\productServices.ts", "TypeScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 3, 22
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\services\product\types.ts", "TypeScript", 0, 0, 24, 0, 0, 0, 0, 0, 2, 4, 30
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\services\review\apiSlice.ts", "TypeScript", 0, 0, 189, 0, 0, 0, 0, 0, 0, 14, 203
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\services\review\types.ts", "TypeScript", 0, 0, 41, 0, 0, 0, 0, 0, 0, 7, 48
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\services\size\apiSlice.ts", "TypeScript", 0, 0, 133, 0, 0, 0, 0, 0, 1, 11, 145
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\services\size\types.ts", "TypeScript", 0, 0, 34, 0, 0, 0, 0, 0, 1, 7, 42
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\services\slider\apiSlice.ts", "TypeScript", 0, 0, 41, 0, 0, 0, 0, 0, 0, 3, 44
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\services\slider\sliderService.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 1, 13
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\services\slider\types.ts", "TypeScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 3
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\services\user\apiSlice.ts", "TypeScript", 0, 0, 503, 0, 0, 0, 0, 0, 11, 40, 554
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\services\user\types.ts", "TypeScript", 0, 0, 37, 0, 0, 0, 0, 0, 1, 5, 43
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\store\index.ts", "TypeScript", 0, 0, 43, 0, 0, 0, 0, 0, 2, 6, 51
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\store\slices\alert.slice.ts", "TypeScript", 0, 0, 26, 0, 0, 0, 0, 0, 0, 7, 33
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\store\slices\auth.slice.ts", "TypeScript", 0, 0, 99, 0, 0, 0, 0, 0, 0, 7, 106
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\store\slices\cart.slice.ts", "TypeScript", 0, 0, 143, 0, 0, 0, 0, 0, 0, 23, 166
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\store\slices\design.slice.ts", "TypeScript", 0, 0, 28, 0, 0, 0, 0, 0, 0, 5, 33
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\store\slices\featureValues.slice.ts", "TypeScript", 0, 0, 24, 0, 0, 0, 0, 0, 0, 5, 29
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\store\slices\headerText.slice.ts", "TypeScript", 0, 0, 21, 0, 0, 0, 0, 0, 0, 4, 25
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\store\slices\lastSeen.slice.ts", "TypeScript", 0, 0, 34, 0, 0, 0, 0, 0, 0, 10, 44
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\store\slices\objectValue.slice.ts", "TypeScript", 0, 0, 24, 0, 0, 0, 0, 0, 6, 6, 36
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\store\slices\productUpdate.slice.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 5, 23
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\store\slices\sizes.slice.ts", "TypeScript", 0, 0, 22, 0, 0, 0, 0, 0, 0, 4, 26
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\store\slices\stateString.slice.ts", "TypeScript", 0, 0, 21, 0, 0, 0, 0, 0, 0, 5, 26
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\styles\abstracts\base.css", "CSS", 0, 0, 0, 0, 0, 30, 0, 0, 0, 1, 31
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\styles\abstracts\global.css", "CSS", 0, 0, 0, 0, 0, 21, 0, 0, 0, 6, 27
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\styles\abstracts\index.css", "CSS", 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 3
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\styles\browser-styles.css", "CSS", 0, 0, 0, 0, 0, 31, 0, 0, 9, 10, 50
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\styles\components.css", "CSS", 0, 0, 0, 0, 0, 32, 0, 0, 5, 9, 46
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\styles\fonts\iransans.css", "CSS", 0, 0, 0, 0, 0, 68, 0, 0, 0, 6, 74
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\styles\fonts\iranyekan.css", "CSS", 0, 0, 0, 0, 0, 51, 0, 0, 0, 1, 52
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\styles\main.css", "CSS", 0, 0, 0, 0, 0, 543, 0, 0, 140, 85, 768
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\styles\swiper.css", "CSS", 0, 0, 0, 0, 0, 97, 0, 0, 0, 17, 114
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\AddressForm.type.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 1, 19
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\ApiError.type.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 1, 12
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\IAddress.type.ts", "TypeScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 1, 20
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\ICart.type.ts", "TypeScript", 0, 0, 29, 0, 0, 0, 0, 0, 0, 3, 32
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\ICategoriesList.type.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 6
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\IHeaderText.type.ts", "TypeScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 6
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\IPagination.type.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 1, 11
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\ProfileForm.type.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 1, 12
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\QueryParams.type.ts", "TypeScript", 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\ServiceResponse.type.ts", "TypeScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\UserTypes.type.ts", "TypeScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 6
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\WithAddressModalProps.type.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 0, 1, 9
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\forms.type.ts", "TypeScript", 0, 0, 367, 0, 0, 0, 0, 0, 3, 37, 407
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\index.ts", "TypeScript", 0, 0, 46, 0, 0, 0, 0, 0, 0, 2, 48
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\models\IArticle.type.ts", "TypeScript", 0, 0, 23, 0, 0, 0, 0, 0, 0, 2, 25
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\models\IArticleBanner.type.ts", "TypeScript", 0, 0, 14, 0, 0, 0, 0, 0, 0, 1, 15
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\models\IArticleReview.type.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 2, 14
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\models\IBanner.type.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 1, 13
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\models\IBrand.type.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 0, 0, 0, 1, 18
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\models\ICategory.type.ts", "TypeScript", 0, 0, 33, 0, 0, 0, 0, 0, 0, 2, 35
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\models\IColumnFooter.type.ts", "TypeScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 2, 11
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\models\ICopyright.type.ts", "TypeScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\models\ICosts.type.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 8
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\models\IDesignItem.type.ts", "TypeScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 1, 16
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\models\IEditPrice.type.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 2, 14
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\models\IFooterArticleColumn.type.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 8
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\models\IGeneralSetting.type.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 0, 1, 9
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\models\ILogoImages.type.ts", "TypeScript", 0, 0, 13, 0, 0, 0, 0, 0, 0, 1, 14
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\models\INotification.type.ts", "TypeScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 2, 21
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\models\IOrder.type.ts", "TypeScript", 0, 0, 29, 0, 0, 0, 0, 0, 0, 2, 31
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\models\IPermission.type.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 1, 11
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\models\IProduct.type.ts", "TypeScript", 0, 0, 116, 0, 0, 0, 0, 0, 1, 10, 127
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\models\IRedirects.type.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 0, 1, 9
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\models\IReview.type.ts", "TypeScript", 0, 0, 33, 0, 0, 0, 0, 0, 0, 2, 35
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\models\IRole.type.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 2, 12
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\models\ISlider.type.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 11
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\models\ISloganFooter.type.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 8
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\models\ISmsMessage.type.ts", "TypeScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 2, 17
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\models\IStoreBrand.type.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 8
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\models\IStoreCategory.type.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 8
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\models\ISuggestion.type.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 0, 1, 9
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\models\ISupport.type.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 0, 1, 9
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\models\ITicket.type.ts", "TypeScript", 0, 0, 14, 0, 0, 0, 0, 0, 0, 2, 16
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\models\ITicketMessage.type.ts", "TypeScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 1, 16
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\models\ITicketType.type.ts", "TypeScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 1, 10
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\models\IUser.type.ts", "TypeScript", 0, 0, 22, 0, 0, 0, 0, 0, 0, 2, 24
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\models\IUserSpecification.type.ts", "TypeScript", 0, 0, 60, 0, 0, 0, 0, 0, 2, 4, 66
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\types\models\UserInfo.type.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 8
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\utils\addDaysToCurrentTime.ts", "TypeScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 2, 8
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\utils\constants.ts", "TypeScript", 0, 0, 33, 0, 0, 0, 0, 0, 0, 7, 40
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\utils\dataManipulation.ts", "TypeScript", 0, 0, 36, 0, 0, 0, 0, 0, 0, 4, 40
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\utils\generateQueryParams.ts", "TypeScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 3, 12
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\utils\getErrorMessage.ts", "TypeScript", 0, 0, 16, 0, 0, 0, 0, 0, 0, 3, 19
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\utils\getToken.ts", "TypeScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 6
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\utils\index.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 0, 1, 9
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\utils\stringFormatting.ts", "TypeScript", 0, 0, 28, 0, 0, 0, 0, 0, 5, 4, 37
"d:\Venda_Full\front-end\Venda-front2\vendamode\src\utils\validation.ts", "TypeScript", 0, 0, 348, 0, 0, 0, 0, 0, 25, 33, 406
"d:\Venda_Full\front-end\Venda-front2\vendamode\tailwind.config.js", "JavaScript", 37, 0, 0, 0, 0, 0, 0, 0, 0, 1, 38
"d:\Venda_Full\front-end\Venda-front2\vendamode\tsconfig.json", "JSON with Comments", 0, 0, 0, 24, 0, 0, 0, 0, 0, 1, 25
